:START_ID,:END_ID,:TYPE,relationship_detail,shared_last_name,confidence,age_gap
CUST-IL-2854-7788,CUST-IL-6622-2955,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Roberts,MEDIUM,26.0
CUST-IL-2854-7788,CUST-IL-8520-9861,RELATIVE_OF,Other Relative,Roberts,MEDIUM,8.0
CUST-IN-9103-4589,CUST-IN-4259-5216,RELATIVE_OF,Other Relative,Ruiz,MEDIUM,3.0
CUST-IN-9103-4589,CUST-IN-5140-7970,RELATIVE_OF,Other Relative,Ruiz,MEDIUM,7.0
CUST-IN-9103-4589,CUST-IN-1153-1006,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Ruiz,MEDIUM,21.0
CUST-IN-2650-7639,CUST-IN-5535-3227,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Roberts,MEDIUM,19.0
CUST-IN-2650-7639,CUST-IN-7280-5035,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Roberts,MEDIUM,32.0
CUST-IN-2650-7639,CUST-IN-1484-5001,RELATIVE_OF,Other Relative,Roberts,MEDIUM,7.0
CUST-OH-7170-9108,CUST-OH-6990-2021,RELATIVE_OF,Other Relative,Ward,MEDIUM,9.0
CUST-OH-7170-9108,CUST-OH-1905-4959,RELATIVE_OF,Other Relative,Ward,MEDIUM,14.0
CUST-IL-2415-8551,CUST-IL-3261-4858,RELATIVE_OF,Other Relative,Murphy,LOW,13.0
CUST-IL-5225-9557,CUST-IL-9086-1612,RELATIVE_OF,Other Relative,Green,MEDIUM,14.0
CUST-IL-5225-9557,CUST-IL-6518-4841,RELATIVE_OF,Other Relative,Green,MEDIUM,0.0
CUST-IL-5225-9557,CUST-IL-9904-8661,RELATIVE_OF,Other Relative,Green,MEDIUM,2.0
CUST-IL-3366-4969,CUST-IL-2475-3382,RELATIVE_OF,Other Relative,Moore,MEDIUM,11.0
CUST-IL-3366-4969,CUST-IL-4571-5592,RELATIVE_OF,Other Relative,Moore,MEDIUM,2.0
CUST-IL-3366-4969,CUST-IL-5075-4810,RELATIVE_OF,Other Relative,Moore,LOW,6.0
CUST-IL-5075-4810,CUST-IL-2475-3382,RELATIVE_OF,Other Relative,Moore,MEDIUM,5.0
CUST-IL-5075-4810,CUST-IL-4571-5592,RELATIVE_OF,Other Relative,Moore,MEDIUM,8.0
CUST-IL-4320-1559,CUST-IL-5848-1441,RELATIVE_OF,Other Relative,Morgan,MEDIUM,7.0
CUST-IL-4320-1559,CUST-IL-7958-7865,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Morgan,MEDIUM,26.0
CUST-IL-4320-1559,CUST-IL-6488-6659,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Morgan,MEDIUM,34.0
CUST-IL-4320-1559,CUST-IL-9875-6231,RELATIVE_OF,Other Relative,Morgan,MEDIUM,15.0
CUST-OH-3903-1379,CUST-OH-6580-7201,RELATIVE_OF,Other Relative,Sanchez,MEDIUM,14.0
CUST-IL-6877-2802,CUST-IL-4489-3523,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Gray,MEDIUM,20.0
CUST-IL-6877-2802,CUST-IL-9938-3284,RELATIVE_OF,Other Relative,Gray,MEDIUM,10.0
CUST-IL-3864-5263,CUST-IL-4489-3523,RELATIVE_OF,Other Relative,Gray,MEDIUM,6.0
CUST-IL-3864-5263,CUST-IL-9938-3284,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Gray,MEDIUM,24.0
CUST-IL-3864-5263,CUST-IL-6877-2802,RELATIVE_OF,Other Relative,Gray,LOW,14.0
CUST-IL-1851-4348,CUST-IL-3892-9642,RELATIVE_OF,Other Relative,Stewart,MEDIUM,4.0
CUST-IL-1851-4348,CUST-IL-7607-3793,RELATIVE_OF,Other Relative,Stewart,MEDIUM,9.0
CUST-IL-1851-4348,CUST-IL-6985-5828,RELATIVE_OF,Other Relative,Stewart,LOW,23.0
CUST-IL-6985-5828,CUST-IL-3892-9642,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Stewart,MEDIUM,19.0
CUST-IL-6985-5828,CUST-IL-7607-3793,RELATIVE_OF,Other Relative,Stewart,MEDIUM,14.0
CUST-IN-8669-6450,CUST-IN-7568-9845,RELATIVE_OF,Other Relative,Moore,MEDIUM,15.0
CUST-OH-4388-1496,CUST-OH-8766-8159,RELATIVE_OF,Other Relative,Torres,MEDIUM,5.0
CUST-OH-4388-1496,CUST-OH-7143-7671,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Torres,MEDIUM,29.0
CUST-OH-4388-1496,CUST-OH-6911-5096,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Torres,MEDIUM,31.0
CUST-IL-1014-3348,CUST-IL-5375-7959,RELATIVE_OF,Other Relative,White,MEDIUM,1.0
CUST-IL-1014-3348,CUST-IL-4209-6347,RELATIVE_OF,Other Relative,White,MEDIUM,10.0
CUST-IL-1014-3348,CUST-IL-5003-3555,RELATIVE_OF,Other Relative,White,MEDIUM,15.0
CUST-IN-5252-8806,CUST-IN-1409-2313,RELATIVE_OF,Other Relative,Scott,MEDIUM,5.0
CUST-IN-5252-8806,CUST-IN-6762-1160,RELATIVE_OF,Other Relative,Scott,LOW,20.0
CUST-IN-6762-1160,CUST-IN-1409-2313,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Scott,MEDIUM,25.0
CUST-OH-5422-9695,CUST-OH-7834-3212,RELATIVE_OF,Other Relative,Phillips,MEDIUM,4.0
CUST-OH-5422-9695,CUST-OH-3800-1140,RELATIVE_OF,Other Relative,Phillips,MEDIUM,15.0
CUST-IL-2184-6524,CUST-IL-3039-4475,RELATIVE_OF,Other Relative,Hill,MEDIUM,2.0
CUST-IL-2184-6524,CUST-IL-8767-3284,RELATIVE_OF,Other Relative,Hill,MEDIUM,5.0
CUST-IL-2184-6524,CUST-IL-7149-5644,RELATIVE_OF,Other Relative,Hill,MEDIUM,11.0
CUST-IL-2184-6524,CUST-IL-9614-8328,RELATIVE_OF,Other Relative,Hill,LOW,1.0
CUST-IL-9614-8328,CUST-IL-3039-4475,RELATIVE_OF,Other Relative,Hill,MEDIUM,1.0
CUST-IL-9614-8328,CUST-IL-8767-3284,RELATIVE_OF,Other Relative,Hill,MEDIUM,6.0
CUST-IL-9614-8328,CUST-IL-7149-5644,RELATIVE_OF,Other Relative,Hill,MEDIUM,12.0
CUST-IL-5746-1853,CUST-IL-5339-4749,RELATIVE_OF,Other Relative,Brooks,MEDIUM,6.0
CUST-IL-3798-4030,CUST-IL-5339-4749,RELATIVE_OF,Other Relative,Brooks,MEDIUM,7.0
CUST-IL-3798-4030,CUST-IL-5746-1853,RELATIVE_OF,Other Relative,Brooks,LOW,1.0
CUST-IN-3328-7266,CUST-IN-8110-6846,RELATIVE_OF,Other Relative,Harris,MEDIUM,10.0
CUST-IN-3328-7266,CUST-IN-8551-7891,RELATIVE_OF,Other Relative,Harris,LOW,3.0
CUST-IN-8551-7891,CUST-IN-8110-6846,RELATIVE_OF,Other Relative,Harris,MEDIUM,7.0
CUST-OH-6744-2565,CUST-OH-4440-5780,RELATIVE_OF,Other Relative,Lee,MEDIUM,0.0
CUST-OH-4357-5165,CUST-OH-5005-4829,RELATIVE_OF,Other Relative,Rodriguez,MEDIUM,2.0
CUST-OH-4357-5165,CUST-OH-7203-6259,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Rodriguez,MEDIUM,19.0
CUST-OH-4357-5165,CUST-OH-1338-2664,RELATIVE_OF,Other Relative,Rodriguez,MEDIUM,1.0
CUST-OH-4357-5165,CUST-OH-9185-1735,RELATIVE_OF,Other Relative,Rodriguez,LOW,6.0
CUST-OH-9185-1735,CUST-OH-5005-4829,RELATIVE_OF,Other Relative,Rodriguez,MEDIUM,4.0
CUST-OH-9185-1735,CUST-OH-7203-6259,RELATIVE_OF,Other Relative,Rodriguez,MEDIUM,13.0
CUST-OH-9185-1735,CUST-OH-1338-2664,RELATIVE_OF,Other Relative,Rodriguez,MEDIUM,5.0
CUST-IN-4547-1541,CUST-IN-3496-8643,RELATIVE_OF,Other Relative,Rivera,MEDIUM,6.0
CUST-IN-4547-1541,CUST-IN-9106-4091,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Rivera,MEDIUM,26.0
CUST-IN-4547-1541,CUST-IN-3482-6556,RELATIVE_OF,Other Relative,Rivera,MEDIUM,15.0
CUST-IN-4547-1541,CUST-IN-5218-7835,RELATIVE_OF,Other Relative,Rivera,MEDIUM,2.0
CUST-OH-8540-6389,CUST-OH-7811-7991,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Jones,MEDIUM,32.0
CUST-OH-8540-6389,CUST-OH-9133-3712,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Jones,MEDIUM,25.0
CUST-OH-8540-6389,CUST-OH-4866-3937,RELATIVE_OF,Other Relative,Jones,MEDIUM,13.0
CUST-OH-8540-6389,CUST-OH-2915-7797,RELATIVE_OF,Other Relative,Jones,MEDIUM,5.0
CUST-OH-1682-6272,CUST-OH-7811-7991,RELATIVE_OF,Other Relative,Jones,MEDIUM,13.0
CUST-OH-1682-6272,CUST-OH-9133-3712,RELATIVE_OF,Other Relative,Jones,MEDIUM,6.0
CUST-OH-1682-6272,CUST-OH-4866-3937,RELATIVE_OF,Other Relative,Jones,MEDIUM,6.0
CUST-OH-1682-6272,CUST-OH-2915-7797,RELATIVE_OF,Other Relative,Jones,MEDIUM,14.0
CUST-OH-1682-6272,CUST-OH-8540-6389,RELATIVE_OF,Other Relative,Jones,LOW,19.0
CUST-OH-3579-5264,CUST-OH-5981-4111,RELATIVE_OF,Other Relative,Cooper,MEDIUM,0.0
CUST-OH-3579-5264,CUST-OH-7284-9138,RELATIVE_OF,Other Relative,Cooper,LOW,12.0
CUST-OH-7284-9138,CUST-OH-5981-4111,RELATIVE_OF,Other Relative,Cooper,MEDIUM,12.0
CUST-OH-9879-4090,CUST-OH-6570-2676,RELATIVE_OF,Other Relative,Taylor,MEDIUM,17.0
CUST-OH-9879-4090,CUST-OH-1531-2603,RELATIVE_OF,Other Relative,Taylor,MEDIUM,1.0
CUST-OH-2631-8050,CUST-OH-6570-2676,RELATIVE_OF,Other Relative,Taylor,MEDIUM,7.0
CUST-OH-2631-8050,CUST-OH-1531-2603,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Taylor,MEDIUM,25.0
CUST-OH-2631-8050,CUST-OH-9879-4090,RELATIVE_OF,Other Relative,Taylor,LOW,24.0
CUST-OH-1167-2873,CUST-OH-3886-5052,RELATIVE_OF,Other Relative,Miller,MEDIUM,4.0
CUST-OH-1167-2873,CUST-OH-9449-8584,RELATIVE_OF,Other Relative,Miller,MEDIUM,3.0
CUST-OH-1167-2873,CUST-OH-2839-1974,RELATIVE_OF,Other Relative,Miller,LOW,6.0
CUST-OH-2839-1974,CUST-OH-3886-5052,RELATIVE_OF,Other Relative,Miller,MEDIUM,2.0
CUST-OH-2839-1974,CUST-OH-9449-8584,RELATIVE_OF,Other Relative,Miller,MEDIUM,9.0
CUST-OH-5655-2061,CUST-OH-4842-1374,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Young,MEDIUM,19.0
CUST-OH-3278-9577,CUST-OH-6452-8839,RELATIVE_OF,Other Relative,Gonzalez,MEDIUM,8.0
CUST-OH-3278-9577,CUST-OH-9651-4668,RELATIVE_OF,Other Relative,Gonzalez,MEDIUM,11.0
CUST-OH-3278-9577,CUST-OH-5934-8010,RELATIVE_OF,Other Relative,Gonzalez,LOW,28.0
CUST-OH-5934-8010,CUST-OH-6452-8839,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Gonzalez,MEDIUM,20.0
CUST-OH-5934-8010,CUST-OH-9651-4668,RELATIVE_OF,Other Relative,Gonzalez,MEDIUM,17.0
CUST-IL-6946-4532,CUST-IL-4905-9750,RELATIVE_OF,Other Relative,Price,MEDIUM,6.0
CUST-IL-5262-1069,CUST-IL-4905-9750,RELATIVE_OF,Other Relative,Price,MEDIUM,4.0
CUST-IL-5262-1069,CUST-IL-6946-4532,RELATIVE_OF,Other Relative,Price,LOW,2.0
CUST-IN-5144-7585,CUST-IN-9606-1450,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Clark,MEDIUM,22.0
CUST-IN-5144-7585,CUST-IN-4282-1399,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Clark,MEDIUM,25.0
CUST-IL-2234-8560,CUST-IL-5169-9213,RELATIVE_OF,Other Relative,Jones,MEDIUM,11.0
CUST-IL-2234-8560,CUST-IL-4960-1573,RELATIVE_OF,Other Relative,Jones,MEDIUM,9.0
CUST-OH-1532-4802,CUST-OH-6868-3386,RELATIVE_OF,Other Relative,Morgan,MEDIUM,5.0
CUST-IN-7271-1382,CUST-IN-1071-5255,RELATIVE_OF,Other Relative,Davis,MEDIUM,7.0
CUST-IN-7271-1382,CUST-IN-8457-8779,RELATIVE_OF,Other Relative,Davis,MEDIUM,14.0
CUST-IL-1566-1403,CUST-IL-1654-7467,RELATIVE_OF,Other Relative,Morris,MEDIUM,16.0
CUST-IL-1566-1403,CUST-IL-1148-9178,RELATIVE_OF,Other Relative,Morris,MEDIUM,3.0
CUST-IL-1566-1403,CUST-IL-8903-8060,RELATIVE_OF,Other Relative,Morris,MEDIUM,2.0
CUST-IL-1566-1403,CUST-IL-4459-8524,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Morris,MEDIUM,21.0
CUST-IL-1566-1403,CUST-IL-4719-2738,RELATIVE_OF,Other Relative,Morris,LOW,5.0
CUST-IL-4719-2738,CUST-IL-1654-7467,RELATIVE_OF,Other Relative,Morris,MEDIUM,11.0
CUST-IL-4719-2738,CUST-IL-1148-9178,RELATIVE_OF,Other Relative,Morris,MEDIUM,8.0
CUST-IL-4719-2738,CUST-IL-8903-8060,RELATIVE_OF,Other Relative,Morris,MEDIUM,7.0
CUST-IL-4719-2738,CUST-IL-4459-8524,RELATIVE_OF,Other Relative,Morris,MEDIUM,16.0
CUST-IN-3544-6586,CUST-IN-4145-4772,RELATIVE_OF,Other Relative,Jones,MEDIUM,8.0
CUST-OH-4274-7369,CUST-OH-7400-1200,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Campbell,MEDIUM,24.0
CUST-OH-4274-7369,CUST-OH-9037-6704,RELATIVE_OF,Other Relative,Campbell,MEDIUM,6.0
CUST-OH-3093-3806,CUST-OH-7400-1200,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Campbell,MEDIUM,21.0
CUST-OH-3093-3806,CUST-OH-9037-6704,RELATIVE_OF,Other Relative,Campbell,MEDIUM,3.0
CUST-OH-3093-3806,CUST-OH-4274-7369,RELATIVE_OF,Other Relative,Campbell,LOW,3.0
CUST-IL-3680-7987,CUST-IL-4406-7477,RELATIVE_OF,Other Relative,Smith,MEDIUM,7.0
CUST-IL-3680-7987,CUST-IL-8938-4220,RELATIVE_OF,Other Relative,Smith,LOW,7.0
CUST-IL-8938-4220,CUST-IL-4406-7477,RELATIVE_OF,Other Relative,Smith,MEDIUM,14.0
CUST-OH-7601-9667,CUST-OH-9399-4419,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Baker,MEDIUM,21.0
CUST-OH-7601-9667,CUST-OH-7694-9629,RELATIVE_OF,Other Relative,Baker,LOW,17.0
CUST-OH-7694-9629,CUST-OH-9399-4419,RELATIVE_OF,Other Relative,Baker,MEDIUM,4.0
CUST-IL-3952-5034,CUST-IL-8728-8487,RELATIVE_OF,Other Relative,Mitchell,MEDIUM,8.0
CUST-IL-2490-5947,CUST-IL-8728-8487,RELATIVE_OF,Other Relative,Mitchell,MEDIUM,4.0
CUST-IL-2490-5947,CUST-IL-3952-5034,RELATIVE_OF,Other Relative,Mitchell,LOW,4.0
CUST-IL-1631-1570,CUST-IL-9251-9635,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Perez,MEDIUM,18.0
CUST-IL-1631-1570,CUST-IL-6302-7146,RELATIVE_OF,Other Relative,Perez,MEDIUM,1.0
CUST-IL-1631-1570,CUST-IL-7405-1721,RELATIVE_OF,Other Relative,Perez,MEDIUM,5.0
CUST-IN-7976-2779,CUST-IN-1530-8377,RELATIVE_OF,Other Relative,Lewis,MEDIUM,8.0
CUST-IN-7358-8422,CUST-IN-3550-4602,RELATIVE_OF,Other Relative,Peterson,MEDIUM,7.0
CUST-IN-7358-8422,CUST-IN-6724-1165,RELATIVE_OF,Other Relative,Peterson,MEDIUM,9.0
CUST-OH-8245-9757,CUST-OH-4427-6544,RELATIVE_OF,Other Relative,Reed,MEDIUM,10.0
CUST-OH-8245-9757,CUST-OH-4988-5035,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Reed,MEDIUM,28.0
CUST-IL-2181-5699,CUST-IL-6490-3487,RELATIVE_OF,Other Relative,Lopez,MEDIUM,1.0
CUST-OH-4396-4188,CUST-OH-3823-9381,RELATIVE_OF,Other Relative,Green,MEDIUM,6.0
CUST-OH-4396-4188,CUST-OH-8042-3486,RELATIVE_OF,Other Relative,Green,MEDIUM,0.0
CUST-IN-9646-7635,CUST-IN-5389-1163,RELATIVE_OF,Other Relative,King,MEDIUM,7.0
CUST-IN-9646-7635,CUST-IN-6814-2120,RELATIVE_OF,Other Relative,King,MEDIUM,4.0
CUST-IL-9325-3204,CUST-IL-3653-6040,RELATIVE_OF,Other Relative,Parker,MEDIUM,10.0
CUST-IL-3428-9871,CUST-IL-3653-6040,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Parker,MEDIUM,22.0
CUST-IL-3428-9871,CUST-IL-9325-3204,RELATIVE_OF,Other Relative,Parker,LOW,12.0
CUST-IL-6841-3634,CUST-IL-9352-9121,RELATIVE_OF,Other Relative,Hall,MEDIUM,7.0
CUST-IL-6841-3634,CUST-IL-5767-3195,RELATIVE_OF,Other Relative,Hall,MEDIUM,5.0
CUST-IL-6841-3634,CUST-IL-2315-7490,RELATIVE_OF,Other Relative,Hall,MEDIUM,1.0
CUST-OH-5099-1619,CUST-OH-6823-4130,RELATIVE_OF,Other Relative,Moore,LOW,8.0
CUST-OH-1093-6365,CUST-OH-6823-4130,RELATIVE_OF,Other Relative,Moore,LOW,9.0
CUST-OH-1093-6365,CUST-OH-5099-1619,RELATIVE_OF,Other Relative,Moore,LOW,1.0
CUST-IL-4444-7891,CUST-IL-4566-4686,RELATIVE_OF,Other Relative,Sanders,MEDIUM,1.0
CUST-IL-4444-7891,CUST-IL-8731-1698,RELATIVE_OF,Other Relative,Sanders,MEDIUM,0.0
CUST-IL-4444-7891,CUST-IL-1301-9795,RELATIVE_OF,Other Relative,Sanders,MEDIUM,9.0
CUST-IN-3541-5097,CUST-IN-5861-6271,RELATIVE_OF,Other Relative,Phillips,MEDIUM,13.0
CUST-IN-3541-5097,CUST-IN-4037-1995,RELATIVE_OF,Other Relative,Phillips,MEDIUM,16.0
CUST-IN-3541-5097,CUST-IN-2042-8632,RELATIVE_OF,Other Relative,Phillips,MEDIUM,8.0
CUST-IN-3541-5097,CUST-IN-2152-2691,RELATIVE_OF,Other Relative,Phillips,MEDIUM,3.0
CUST-IN-3541-5097,CUST-IN-3728-3028,RELATIVE_OF,Other Relative,Phillips,LOW,15.0
CUST-IN-3728-3028,CUST-IN-5861-6271,RELATIVE_OF,Other Relative,Phillips,MEDIUM,2.0
CUST-IN-3728-3028,CUST-IN-4037-1995,RELATIVE_OF,Other Relative,Phillips,MEDIUM,1.0
CUST-IN-3728-3028,CUST-IN-2042-8632,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Phillips,MEDIUM,23.0
CUST-IN-3728-3028,CUST-IN-2152-2691,RELATIVE_OF,Older Relative (Possible Uncle/Aunt),Phillips,MEDIUM,18.0
CUST-OH-3959-6040,CUST-OH-7743-2970,RELATIVE_OF,Other Relative,Peterson,MEDIUM,8.0
CUST-OH-3959-6040,CUST-OH-9319-5231,RELATIVE_OF,Other Relative,Peterson,MEDIUM,6.0
CUST-IL-2874-6514,CUST-IL-4824-1402,RELATIVE_OF,Other Relative,Rodriguez,MEDIUM,4.0
CUST-IL-2874-6514,CUST-IL-7107-2797,RELATIVE_OF,Other Relative,Rodriguez,LOW,5.0
CUST-IL-7107-2797,CUST-IL-4824-1402,RELATIVE_OF,Other Relative,Rodriguez,MEDIUM,9.0
CUST-OH-1204-2516,CUST-OH-9418-6080,RELATIVE_OF,Other Relative,Price,MEDIUM,4.0
CUST-OH-1204-2516,CUST-OH-8316-5289,RELATIVE_OF,Other Relative,Price,MEDIUM,6.0
CUST-OH-1204-2516,CUST-OH-3916-4980,RELATIVE_OF,Other Relative,Price,LOW,24.0
CUST-OH-3916-4980,CUST-OH-9418-6080,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Price,MEDIUM,20.0
CUST-OH-3916-4980,CUST-OH-8316-5289,RELATIVE_OF,Younger Relative (Possible Nephew/Niece),Price,MEDIUM,18.0
CUST-IN-1344-8131,CUST-IN-2997-6634,RELATIVE_OF,Other Relative,Watson,LOW,20.0
