:START_ID,:END_ID,:TYPE,relationship_detail,shared_last_name,confidence,age_gap
CUST-IL-6827-7916,CUST-IL-9988-9170,SPOUSE_OF,Married,Sanchez,HIGH,
CUST-IL-9988-9170,CUST-IL-6827-7916,SPOUSE_OF,Married,Sanchez,HIGH,
CUST-OH-5172-4318,CUST-OH-4055-1549,SPOUSE_OF,Married,Ramirez,HIGH,
CUST-OH-4055-1549,CUST-OH-5172-4318,SPOUSE_OF,Married,Ramirez,HIGH,
CUST-OH-8042-3486,CUST-OH-3823-9381,SPOUSE_OF,Married,Green,HIGH,
CUST-OH-3823-9381,CUST-OH-8042-3486,SPOUSE_OF,Married,Green,HIGH,
CUST-IL-5767-3195,CUST-IL-9352-9121,SPOUSE_OF,Married,Hall,HIGH,
CUST-IL-9352-9121,CUST-IL-5767-3195,SPOUSE_OF,Married,Hall,HIGH,
CUST-IL-4566-4686,CUST-IL-8731-1698,SPOUSE_OF,Married,Sanders,HIGH,
CUST-IL-8731-1698,CUST-IL-4566-4686,SPOUSE_OF,Married,Sanders,HIGH,
CUST-IN-5861-6271,CUST-IN-4037-1995,SPOUSE_OF,Married,Phillips,HIGH,
CUST-IN-4037-1995,CUST-IN-5861-6271,SPOUSE_OF,Married,Phillips,HIGH,
CUST-IN-2152-2691,CUST-IN-2042-8632,SPOUSE_OF,Married,Phillips,HIGH,
CUST-IN-2042-8632,CUST-IN-2152-2691,SPOUSE_OF,Married,Phillips,HIGH,
CUST-OH-4065-7065,CUST-OH-5150-6951,SPOUSE_OF,Married,Howard,HIGH,
CUST-OH-5150-6951,CUST-OH-4065-7065,SPOUSE_OF,Married,Howard,HIGH,
CUST-OH-8316-5289,CUST-OH-9418-6080,SPOUSE_OF,Married,Price,HIGH,
CUST-OH-9418-6080,CUST-OH-8316-5289,SPOUSE_OF,Married,Price,HIGH,
CUST-IL-1408-7229,CUST-IL-6557-5463,SPOUSE_OF,Married,Edwards,HIGH,
CUST-IL-6557-5463,CUST-IL-1408-7229,SPOUSE_OF,Married,Edwards,HIGH,
CUST-IL-4271-5768,CUST-IL-1542-2132,SPOUSE_OF,Married,Lewis,HIGH,
CUST-IL-1542-2132,CUST-IL-4271-5768,SPOUSE_OF,Married,Lewis,HIGH,
CUST-IL-5534-1760,CUST-IL-4327-9049,SPOUSE_OF,Married,Lewis,HIGH,
CUST-IL-4327-9049,CUST-IL-5534-1760,SPOUSE_OF,Married,Lewis,HIGH,
CUST-OH-8829-4721,CUST-OH-7277-3475,SPOUSE_OF,Married,Brooks,HIGH,
CUST-OH-7277-3475,CUST-OH-8829-4721,SPOUSE_OF,Married,Brooks,HIGH,
CUST-IN-3578-1371,CUST-IN-8426-8491,SPOUSE_OF,Married,Garcia,HIGH,
CUST-IN-8426-8491,CUST-IN-3578-1371,SPOUSE_OF,Married,Garcia,HIGH,
CUST-IN-7985-5165,CUST-IN-6046-9146,SPOUSE_OF,Married,Lopez,HIGH,
CUST-IN-6046-9146,CUST-IN-7985-5165,SPOUSE_OF,Married,Lopez,HIGH,
CUST-OH-3117-9903,CUST-OH-9355-9552,SPOUSE_OF,Married,Harris,HIGH,
CUST-OH-9355-9552,CUST-OH-3117-9903,SPOUSE_OF,Married,Harris,HIGH,
CUST-OH-1167-6823,CUST-OH-7661-5916,SPOUSE_OF,Married,James,HIGH,
CUST-OH-7661-5916,CUST-OH-1167-6823,SPOUSE_OF,Married,James,HIGH,
CUST-OH-8766-5983,CUST-OH-5260-2832,SPOUSE_OF,Married,Hill,HIGH,
CUST-OH-5260-2832,CUST-OH-8766-5983,SPOUSE_OF,Married,Hill,HIGH,
CUST-OH-7000-2574,CUST-OH-3376-7879,SPOUSE_OF,Married,Hill,HIGH,
CUST-OH-3376-7879,CUST-OH-7000-2574,SPOUSE_OF,Married,Hill,HIGH,
CUST-IN-4911-1759,CUST-IN-7790-3264,SPOUSE_OF,Married,Hernandez,HIGH,
CUST-IN-7790-3264,CUST-IN-4911-1759,SPOUSE_OF,Married,Hernandez,HIGH,
CUST-OH-3316-1764,CUST-OH-7712-9837,SPOUSE_OF,Married,King,HIGH,
CUST-OH-7712-9837,CUST-OH-3316-1764,SPOUSE_OF,Married,King,HIGH,
CUST-IN-3328-1393,CUST-IN-7564-2471,SPOUSE_OF,Married,Cooper,HIGH,
CUST-IN-7564-2471,CUST-IN-3328-1393,SPOUSE_OF,Married,Cooper,HIGH,
CUST-IL-4896-5134,CUST-IL-5874-4804,SPOUSE_OF,Married,Scott,HIGH,
CUST-IL-5874-4804,CUST-IL-4896-5134,SPOUSE_OF,Married,Scott,HIGH,
CUST-OH-6060-8630,CUST-OH-7976-2729,SPOUSE_OF,Married,Ruiz,HIGH,
CUST-OH-7976-2729,CUST-OH-6060-8630,SPOUSE_OF,Married,Ruiz,HIGH,
CUST-OH-7433-9722,CUST-OH-3618-8248,SPOUSE_OF,Married,Morris,HIGH,
CUST-OH-3618-8248,CUST-OH-7433-9722,SPOUSE_OF,Married,Morris,HIGH,
CUST-OH-8101-5122,CUST-OH-9712-1340,SPOUSE_OF,Married,Brown,HIGH,
CUST-OH-9712-1340,CUST-OH-8101-5122,SPOUSE_OF,Married,Brown,HIGH,
CUST-IN-3729-4838,CUST-IN-5912-8228,SPOUSE_OF,Married,Morris,HIGH,
CUST-IN-5912-8228,CUST-IN-3729-4838,SPOUSE_OF,Married,Morris,HIGH,
CUST-OH-3444-5720,CUST-OH-4671-1039,SPOUSE_OF,Married,Johnson,HIGH,
CUST-OH-4671-1039,CUST-OH-3444-5720,SPOUSE_OF,Married,Johnson,HIGH,
CUST-OH-6846-9227,CUST-OH-1559-1226,SPOUSE_OF,Married,Allen,HIGH,
CUST-OH-1559-1226,CUST-OH-6846-9227,SPOUSE_OF,Married,Allen,HIGH,
CUST-IL-4079-3061,CUST-IL-6079-4982,SPOUSE_OF,Married,Allen,HIGH,
CUST-IL-6079-4982,CUST-IL-4079-3061,SPOUSE_OF,Married,Allen,HIGH,
CUST-OH-8902-9336,CUST-OH-5646-7548,SPOUSE_OF,Married,Williams,HIGH,
CUST-OH-5646-7548,CUST-OH-8902-9336,SPOUSE_OF,Married,Williams,HIGH,
CUST-IL-3984-7057,CUST-IL-3859-7974,SPOUSE_OF,Married,Nguyen,HIGH,
CUST-IL-3859-7974,CUST-IL-3984-7057,SPOUSE_OF,Married,Nguyen,HIGH,
CUST-OH-4884-2410,CUST-OH-2218-4919,SPOUSE_OF,Married,Garcia,HIGH,
CUST-OH-2218-4919,CUST-OH-4884-2410,SPOUSE_OF,Married,Garcia,HIGH,
CUST-IN-6695-3229,CUST-IN-5714-7382,SPOUSE_OF,Married,Evans,HIGH,
CUST-IN-5714-7382,CUST-IN-6695-3229,SPOUSE_OF,Married,Evans,HIGH,
CUST-IN-6951-9695,CUST-IN-4314-6257,SPOUSE_OF,Married,Kelly,HIGH,
CUST-IN-4314-6257,CUST-IN-6951-9695,SPOUSE_OF,Married,Kelly,HIGH,
