:START_ID,:END_ID,:TYPE,relationship_detail,shared_last_name,confidence,age_gap
CUST-OH-3800-1140,CUST-OH-7834-3212,CHILD_OF,Biological/Legal Child,Phillips,MEDIUM,-11.0
CUST-IN-3071-3298,CUST-IN-8308-7545,CHILD_OF,Biological/Legal Child,Edwards,MEDIUM,7.0
CUST-IN-3071-3298,CUST-IN-6151-3637,CHILD_OF,Biological/Legal Child,Edwards,MEDIUM,-1.0
CUST-OH-4853-1424,CUST-OH-3965-5436,CHILD_OF,Biological/Legal Child,Hall,HIGH,21.0
CUST-OH-8362-1597,CUST-OH-3965-5436,CHILD_OF,Biological/Legal Child,Hall,MEDIUM,1.0
CUST-IL-7149-5644,CUST-IL-3039-4475,CHILD_OF,Biological/Legal Child,Hill,MEDIUM,13.0
CUST-IL-7149-5644,CUST-IL-8767-3284,CHILD_OF,Biological/Legal Child,Hill,MEDIUM,6.0
CUST-OH-5193-9664,CUST-OH-1644-4530,CHILD_OF,Biological/Legal Child,Edwards,MEDIUM,-9.0
CUST-OH-6698-5086,CUST-OH-1644-4530,CHILD_OF,Biological/Legal Child,Edwards,HIGH,-29.0
CUST-IN-3482-6556,CUST-IN-3496-8643,CHILD_OF,Biological/Legal Child,Rivera,MEDIUM,-9.0
CUST-IN-3482-6556,CUST-IN-9106-4091,CHILD_OF,Biological/Legal Child,Rivera,MEDIUM,11.0
CUST-IN-5218-7835,CUST-IN-9106-4091,CHILD_OF,Biological/Legal Child,Rivera,HIGH,24.0
CUST-OH-4866-3937,CUST-OH-7811-7991,CHILD_OF,Biological/Legal Child,Jones,HIGH,19.0
CUST-OH-2915-7797,CUST-OH-7811-7991,CHILD_OF,Biological/Legal Child,Jones,HIGH,27.0
CUST-OH-2915-7797,CUST-OH-9133-3712,CHILD_OF,Biological/Legal Child,Jones,HIGH,20.0
CUST-OH-1531-2603,CUST-OH-6570-2676,CHILD_OF,Biological/Legal Child,Taylor,HIGH,-18.0
CUST-IL-2178-7057,CUST-IL-1751-5546,CHILD_OF,Biological/Legal Child,Evans,MEDIUM,1.0
CUST-IL-2178-7057,CUST-IL-8471-3642,CHILD_OF,Biological/Legal Child,Evans,MEDIUM,-5.0
CUST-OH-9651-4668,CUST-OH-6452-8839,CHILD_OF,Biological/Legal Child,Gonzalez,MEDIUM,-3.0
CUST-IN-4282-1399,CUST-IN-9606-1450,CHILD_OF,Biological/Legal Child,Clark,MEDIUM,3.0
CUST-OH-4988-3583,CUST-OH-9434-7330,CHILD_OF,Biological/Legal Child,Clark,MEDIUM,4.0
CUST-OH-4988-3583,CUST-OH-5360-4725,CHILD_OF,Biological/Legal Child,Clark,MEDIUM,-3.0
CUST-OH-1101-5869,CUST-OH-9434-7330,CHILD_OF,Biological/Legal Child,Clark,MEDIUM,17.0
CUST-IL-4960-1573,CUST-IL-5169-9213,CHILD_OF,Biological/Legal Child,Jones,MEDIUM,2.0
CUST-IL-9186-1951,CUST-IL-5863-6920,CHILD_OF,Biological/Legal Child,Davis,HIGH,20.0
CUST-IN-8457-8779,CUST-IN-1071-5255,CHILD_OF,Biological/Legal Child,Davis,MEDIUM,-7.0
CUST-IL-8903-8060,CUST-IL-1654-7467,CHILD_OF,Biological/Legal Child,Morris,HIGH,-18.0
CUST-IL-8903-8060,CUST-IL-1148-9178,CHILD_OF,Biological/Legal Child,Morris,MEDIUM,1.0
CUST-IL-4459-8524,CUST-IL-1148-9178,CHILD_OF,Biological/Legal Child,Morris,HIGH,24.0
CUST-IL-9578-5380,CUST-IL-8714-5256,CHILD_OF,Biological/Legal Child,Campbell,MEDIUM,16.0
CUST-IL-2352-1183,CUST-IL-2328-6397,CHILD_OF,Biological/Legal Child,Anderson,HIGH,35.0
CUST-IL-3488-5952,CUST-IL-2328-6397,CHILD_OF,Biological/Legal Child,Anderson,MEDIUM,14.0
CUST-IL-1592-6605,CUST-IL-2328-6397,CHILD_OF,Biological/Legal Child,Anderson,HIGH,30.0
CUST-IL-2969-8068,CUST-IL-6344-6612,CHILD_OF,Biological/Legal Child,Bailey,MEDIUM,8.0
CUST-OH-5750-2758,CUST-OH-6326-4983,CHILD_OF,Biological/Legal Child,Richardson,HIGH,28.0
CUST-IL-6302-7146,CUST-IL-9251-9635,CHILD_OF,Biological/Legal Child,Perez,HIGH,-19.0
CUST-IL-7405-1721,CUST-IL-9251-9635,CHILD_OF,Biological/Legal Child,Perez,HIGH,-23.0
CUST-IN-6724-1165,CUST-IN-3550-4602,CHILD_OF,Biological/Legal Child,Peterson,MEDIUM,-16.0
CUST-IN-9811-9165,CUST-IN-9106-4246,CHILD_OF,Biological/Legal Child,Flores,MEDIUM,-8.0
CUST-IN-6217-1455,CUST-IN-9106-4246,CHILD_OF,Biological/Legal Child,Flores,MEDIUM,-17.0
CUST-IN-5779-6847,CUST-IN-9106-4246,CHILD_OF,Biological/Legal Child,Flores,MEDIUM,3.0
CUST-OH-4195-3121,CUST-OH-5172-4318,CHILD_OF,Biological/Legal Child,Ramirez,MEDIUM,-11.0
CUST-OH-4195-3121,CUST-OH-4055-1549,CHILD_OF,Biological/Legal Child,Ramirez,HIGH,-20.0
CUST-OH-3262-6310,CUST-OH-5172-4318,CHILD_OF,Biological/Legal Child,Ramirez,MEDIUM,16.0
CUST-IL-8713-8637,CUST-IL-9793-4706,CHILD_OF,Biological/Legal Child,Gonzalez,MEDIUM,-11.0
CUST-IN-6814-2120,CUST-IN-5389-1163,CHILD_OF,Biological/Legal Child,King,MEDIUM,-3.0
CUST-IL-2530-2499,CUST-IL-4642-4370,CHILD_OF,Biological/Legal Child,Martinez,MEDIUM,-5.0
CUST-IL-1376-5222,CUST-IL-4642-4370,CHILD_OF,Biological/Legal Child,Martinez,MEDIUM,7.0
CUST-IL-2315-7490,CUST-IL-9352-9121,CHILD_OF,Biological/Legal Child,Hall,MEDIUM,8.0
CUST-IL-2315-7490,CUST-IL-5767-3195,CHILD_OF,Biological/Legal Child,Hall,MEDIUM,6.0
CUST-IL-1301-9795,CUST-IL-4566-4686,CHILD_OF,Biological/Legal Child,Sanders,MEDIUM,-8.0
CUST-IL-1301-9795,CUST-IL-8731-1698,CHILD_OF,Biological/Legal Child,Sanders,MEDIUM,-9.0
CUST-IN-1398-1214,CUST-IN-4390-4931,CHILD_OF,Biological/Legal Child,Hill,MEDIUM,6.0
CUST-OH-8327-5400,CUST-OH-5150-6951,CHILD_OF,Biological/Legal Child,Howard,MEDIUM,12.0
CUST-OH-8327-5400,CUST-OH-4065-7065,CHILD_OF,Biological/Legal Child,Howard,MEDIUM,-16.0
CUST-OH-8668-7839,CUST-OH-5150-6951,CHILD_OF,Biological/Legal Child,Howard,HIGH,30.0
CUST-IN-9041-7071,CUST-IN-8013-5833,CHILD_OF,Biological/Legal Child,Turner,HIGH,18.0
CUST-IN-4887-2718,CUST-IN-8013-5833,CHILD_OF,Biological/Legal Child,Turner,MEDIUM,10.0
CUST-IL-2302-1471,CUST-IL-1649-2514,CHILD_OF,Biological/Legal Child,James,MEDIUM,14.0
CUST-OH-6670-3614,CUST-OH-7431-8726,CHILD_OF,Biological/Legal Child,Gray,MEDIUM,-6.0
CUST-OH-2467-1331,CUST-OH-7431-8726,CHILD_OF,Biological/Legal Child,Gray,MEDIUM,-6.0
CUST-OH-5161-1417,CUST-OH-7431-8726,CHILD_OF,Biological/Legal Child,Gray,MEDIUM,-4.0
CUST-IL-4312-9688,CUST-IL-7493-3885,CHILD_OF,Biological/Legal Child,Wright,MEDIUM,-12.0
CUST-IL-6195-3873,CUST-IL-7493-3885,CHILD_OF,Biological/Legal Child,Wright,HIGH,19.0
CUST-IL-9071-2416,CUST-IL-7493-3885,CHILD_OF,Biological/Legal Child,Wright,HIGH,20.0
CUST-IN-5242-4923,CUST-IN-5747-3170,CHILD_OF,Biological/Legal Child,Cox,HIGH,22.0
CUST-IN-4486-6947,CUST-IN-5747-3170,CHILD_OF,Biological/Legal Child,Cox,MEDIUM,8.0
CUST-IN-8032-4096,CUST-IN-7715-3938,CHILD_OF,Biological/Legal Child,Stewart,MEDIUM,-3.0
CUST-OH-4426-8963,CUST-OH-8829-4721,CHILD_OF,Biological/Legal Child,Brooks,MEDIUM,-17.0
CUST-OH-4426-8963,CUST-OH-7277-3475,CHILD_OF,Biological/Legal Child,Brooks,HIGH,-23.0
CUST-OH-4852-7572,CUST-OH-8829-4721,CHILD_OF,Biological/Legal Child,Brooks,MEDIUM,-7.0
CUST-OH-4852-7572,CUST-OH-7277-3475,CHILD_OF,Biological/Legal Child,Brooks,MEDIUM,-13.0
CUST-OH-9587-6984,CUST-OH-6200-9752,CHILD_OF,Biological/Legal Child,Flores,HIGH,-23.0
CUST-IN-1134-2522,CUST-IN-8426-8491,CHILD_OF,Biological/Legal Child,Garcia,MEDIUM,3.0
CUST-IN-1134-2522,CUST-IN-3578-1371,CHILD_OF,Biological/Legal Child,Garcia,MEDIUM,-2.0
CUST-IN-7358-3132,CUST-IN-8426-8491,CHILD_OF,Biological/Legal Child,Garcia,MEDIUM,0.0
CUST-IN-7358-3132,CUST-IN-3578-1371,CHILD_OF,Biological/Legal Child,Garcia,MEDIUM,-5.0
CUST-IN-7979-6345,CUST-IN-6046-9146,CHILD_OF,Biological/Legal Child,Lopez,MEDIUM,6.0
CUST-IN-7979-6345,CUST-IN-7985-5165,CHILD_OF,Biological/Legal Child,Lopez,MEDIUM,10.0
CUST-IL-4769-4822,CUST-IL-9386-9286,CHILD_OF,Biological/Legal Child,Nelson,MEDIUM,0.0
CUST-IL-9769-2803,CUST-IL-9386-9286,CHILD_OF,Biological/Legal Child,Nelson,MEDIUM,0.0
CUST-IL-8314-3099,CUST-IL-9386-9286,CHILD_OF,Biological/Legal Child,Nelson,MEDIUM,-1.0
CUST-IL-2611-2294,CUST-IL-9126-8659,CHILD_OF,Biological/Legal Child,Thompson,HIGH,21.0
CUST-IN-8985-7192,CUST-IN-2548-1573,CHILD_OF,Biological/Legal Child,Miller,MEDIUM,5.0
CUST-OH-7372-1693,CUST-OH-6460-8708,CHILD_OF,Biological/Legal Child,Kelly,MEDIUM,2.0
CUST-IL-7375-1461,CUST-IL-2642-8272,CHILD_OF,Biological/Legal Child,Cook,MEDIUM,-9.0
CUST-IL-3955-9876,CUST-IL-4208-7298,CHILD_OF,Biological/Legal Child,Taylor,HIGH,-19.0
CUST-IL-9792-3051,CUST-IL-4208-7298,CHILD_OF,Biological/Legal Child,Taylor,MEDIUM,2.0
CUST-OH-9677-8229,CUST-OH-7712-9837,CHILD_OF,Biological/Legal Child,King,MEDIUM,-2.0
CUST-OH-9677-8229,CUST-OH-3316-1764,CHILD_OF,Biological/Legal Child,King,MEDIUM,10.0
CUST-OH-7885-8848,CUST-OH-3316-1764,CHILD_OF,Biological/Legal Child,King,MEDIUM,17.0
CUST-IN-8129-8108,CUST-IN-3328-1393,CHILD_OF,Biological/Legal Child,Cooper,MEDIUM,-12.0
CUST-IN-8129-8108,CUST-IN-7564-2471,CHILD_OF,Biological/Legal Child,Cooper,MEDIUM,-6.0
CUST-IL-2358-7873,CUST-IL-5874-4804,CHILD_OF,Biological/Legal Child,Scott,HIGH,28.0
CUST-IL-5509-9741,CUST-IL-1595-1742,CHILD_OF,Biological/Legal Child,Jackson,HIGH,22.0
CUST-OH-1498-1934,CUST-OH-7433-9722,CHILD_OF,Biological/Legal Child,Morris,MEDIUM,-2.0
CUST-OH-1498-1934,CUST-OH-3618-8248,CHILD_OF,Biological/Legal Child,Morris,MEDIUM,2.0
CUST-IL-3026-8545,CUST-IL-1068-4277,CHILD_OF,Biological/Legal Child,Howard,MEDIUM,8.0
CUST-IN-1214-8282,CUST-IN-6519-4326,CHILD_OF,Biological/Legal Child,Torres,MEDIUM,0.0
CUST-IN-5992-6954,CUST-IN-3729-4838,CHILD_OF,Biological/Legal Child,Morris,HIGH,-19.0
CUST-IN-5992-6954,CUST-IN-5912-8228,CHILD_OF,Biological/Legal Child,Morris,MEDIUM,-3.0
CUST-IN-7147-1405,CUST-IN-5912-8228,CHILD_OF,Biological/Legal Child,Morris,HIGH,19.0
CUST-OH-5667-3874,CUST-OH-4979-4507,CHILD_OF,Biological/Legal Child,Collins,MEDIUM,-3.0
CUST-IL-2813-8371,CUST-IL-1501-3138,CHILD_OF,Biological/Legal Child,Flores,MEDIUM,-12.0
CUST-OH-3577-7123,CUST-OH-2832-7616,CHILD_OF,Biological/Legal Child,Cook,MEDIUM,13.0
CUST-OH-7861-1706,CUST-OH-2832-7616,CHILD_OF,Biological/Legal Child,Cook,MEDIUM,9.0
CUST-OH-4114-2856,CUST-OH-4880-7593,CHILD_OF,Biological/Legal Child,Wilson,HIGH,-20.0
CUST-IN-8081-7978,CUST-IN-2910-7074,CHILD_OF,Biological/Legal Child,Martin,MEDIUM,-17.0
CUST-OH-6027-2914,CUST-OH-1559-1226,CHILD_OF,Biological/Legal Child,Allen,MEDIUM,-12.0
CUST-OH-6027-2914,CUST-OH-6846-9227,CHILD_OF,Biological/Legal Child,Allen,MEDIUM,-15.0
CUST-IL-2311-1497,CUST-IL-4079-3061,CHILD_OF,Biological/Legal Child,Allen,MEDIUM,9.0
CUST-IL-2311-1497,CUST-IL-6079-4982,CHILD_OF,Biological/Legal Child,Allen,MEDIUM,13.0
CUST-OH-1082-7959,CUST-OH-8902-9336,CHILD_OF,Biological/Legal Child,Williams,MEDIUM,0.0
CUST-OH-1082-7959,CUST-OH-5646-7548,CHILD_OF,Biological/Legal Child,Williams,MEDIUM,-4.0
CUST-IN-1354-4419,CUST-IN-3380-8493,CHILD_OF,Biological/Legal Child,James,HIGH,19.0
CUST-IL-1135-2016,CUST-IL-5692-7864,CHILD_OF,Biological/Legal Child,Robinson,MEDIUM,4.0
CUST-OH-2848-7381,CUST-OH-2218-4919,CHILD_OF,Biological/Legal Child,Garcia,MEDIUM,17.0
